filename,spec,group,prompt
"public/assets/buildings/well.png","256x256 PNG, transparent","Buildings — Economy","A water well pump head feeding a small ribbed storage tank. Three-quarter top-down billboard view, a single building on a consistent square footprint, grounded with a soft drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: concrete #8b8f96 with sky #4a90d9 water. Lighting: soft north-west key light with one long readable shadow. Background: transparent background (PNG alpha), nothing behind the structure. 256x256 PNG, transparent."
"public/assets/buildings/lumberCamp.png","256x256 PNG, transparent","Buildings — Economy","A logging yard with neatly stacked timber and an open saw shelter. Three-quarter top-down billboard view, a single building on a consistent square footprint, grounded with a soft drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: dirt-brown #6b5840 with olive #5c6347. Lighting: soft north-west key light with one long readable shadow. Background: transparent background (PNG alpha), nothing behind the structure. 256x256 PNG, transparent."
"public/assets/buildings/quarry.png","256x256 PNG, transparent","Buildings — Economy","An open stone quarry pit with cut blocks and a small jib crane. Three-quarter top-down billboard view, a single building on a consistent square footprint, grounded with a soft drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: concrete #8b8f96 with ash #4b515c. Lighting: soft north-west key light with one long readable shadow. Background: transparent background (PNG alpha), nothing behind the structure. 256x256 PNG, transparent."
"public/assets/buildings/ironMine.png","256x256 PNG, transparent","Buildings — Economy","A mine entrance cut into rock with ore carts and a timber headframe. Three-quarter top-down billboard view, a single building on a consistent square footprint, grounded with a soft drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: ash #4b515c with gunmetal #2a2f3a. Lighting: soft north-west key light with one long readable shadow. Background: transparent background (PNG alpha), nothing behind the structure. 256x256 PNG, transparent."
"public/assets/buildings/mineralMine.png","256x256 PNG, transparent","Buildings — Economy","A deep mineral shaft with a conveyor lifting crystalline ore. Three-quarter top-down billboard view, a single building on a consistent square footprint, grounded with a soft drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a with violet #8b5cf6 ore. Lighting: soft north-west key light with one long readable shadow. Background: transparent background (PNG alpha), nothing behind the structure. 256x256 PNG, transparent."
"public/assets/buildings/oilDerrick.png","256x256 PNG, transparent","Buildings — Economy","A nodding pumpjack oil derrick on a stained concrete pad. Three-quarter top-down billboard view, a single building on a consistent square footprint, grounded with a soft drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a with amber #f5b301 trim. Lighting: soft north-west key light with one long readable shadow. Background: transparent background (PNG alpha), nothing behind the structure. 256x256 PNG, transparent."
"public/assets/buildings/dataExcavator.png","256x256 PNG, transparent","Buildings — Economy","A salvage rig excavating buried data cores with a small antenna array. Three-quarter top-down billboard view, a single building on a consistent square footprint, grounded with a soft drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a with toxic-green #6ee7a8 glow. Lighting: soft north-west key light with one long readable shadow. Background: transparent background (PNG alpha), nothing behind the structure. 256x256 PNG, transparent."
"public/assets/buildings/refinery.png","256x256 PNG, transparent","Buildings — Economy","A fuel refinery with round storage tanks and dense pipework. Three-quarter top-down billboard view, a single building on a consistent square footprint, grounded with a soft drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: concrete #8b8f96 with amber #f5b301. Lighting: soft north-west key light with one long readable shadow. Background: transparent background (PNG alpha), nothing behind the structure. 256x256 PNG, transparent."
"public/assets/buildings/foundry.png","256x256 PNG, transparent","Buildings — Economy","A metal foundry with twin smokestacks and a restrained molten-pour glow. Three-quarter top-down billboard view, a single building on a consistent square footprint, grounded with a soft drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a with amber #f5b301 heat. Lighting: soft north-west key light with one long readable shadow. Background: transparent background (PNG alpha), nothing behind the structure. 256x256 PNG, transparent."
"public/assets/buildings/armsFactory.png","256x256 PNG, transparent","Buildings — Economy","A small-arms factory shed with crates of rifles by a roller door. Three-quarter top-down billboard view, a single building on a consistent square footprint, grounded with a soft drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: olive #5c6347 with ash #4b515c. Lighting: soft north-west key light with one long readable shadow. Background: transparent background (PNG alpha), nothing behind the structure. 256x256 PNG, transparent."
"public/assets/buildings/heavyWorks.png","256x256 PNG, transparent","Buildings — Economy","A heavy-vehicle works hangar assembling tank hulls under a gantry. Three-quarter top-down billboard view, a single building on a consistent square footprint, grounded with a soft drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a with amber #f5b301 gantry. Lighting: soft north-west key light with one long readable shadow. Background: transparent background (PNG alpha), nothing behind the structure. 256x256 PNG, transparent."
"public/assets/buildings/electronicsLab.png","256x256 PNG, transparent","Buildings — Economy","An electronics lab block with a clean-room wing and a small dish. Three-quarter top-down billboard view, a single building on a consistent square footprint, grounded with a soft drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: concrete #8b8f96 with toxic-green #6ee7a8. Lighting: soft north-west key light with one long readable shadow. Background: transparent background (PNG alpha), nothing behind the structure. 256x256 PNG, transparent."
"public/assets/buildings/warehouse.png","256x256 PNG, transparent","Buildings — Economy","A corrugated storage warehouse with a loading dock and stacked crates. Three-quarter top-down billboard view, a single building on a consistent square footprint, grounded with a soft drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: ash #4b515c with amber #f5b301 dock. Lighting: soft north-west key light with one long readable shadow. Background: transparent background (PNG alpha), nothing behind the structure. 256x256 PNG, transparent."
"public/assets/buildings/allegiance/hq.png","256x256 PNG, transparent","Buildings — Allegiance","An imposing fortified headquarters bunker complex with a comms tower and a flag. Three-quarter top-down billboard view of a large, imposing regional structure on a consistent footprint, grounded with a soft drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a with amber #f5b301 flag. Lighting: soft north-west key light with one long readable shadow. Background: transparent background (PNG alpha), nothing behind the structure. 256x256 PNG, transparent."
"public/assets/buildings/allegiance/fortress.png","256x256 PNG, transparent","Buildings — Allegiance","A heavy concrete fortress with ramparts, corner turrets and blast walls. Three-quarter top-down billboard view of a large, imposing regional structure on a consistent footprint, grounded with a soft drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: concrete #8b8f96 with blood #9c2b2b banners. Lighting: soft north-west key light with one long readable shadow. Background: transparent background (PNG alpha), nothing behind the structure. 256x256 PNG, transparent."
"public/assets/buildings/allegiance/tradeHub.png","256x256 PNG, transparent","Buildings — Allegiance","A large trade-hub depot with gantry cranes, shipping containers and a rail spur. Three-quarter top-down billboard view of a large, imposing regional structure on a consistent footprint, grounded with a soft drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: ash #4b515c with teal #3f9aa6 containers. Lighting: soft north-west key light with one long readable shadow. Background: transparent background (PNG alpha), nothing behind the structure. 256x256 PNG, transparent."
"public/assets/buildings/allegiance/radar.png","256x256 PNG, transparent","Buildings — Allegiance","A regional radar network station with a giant rotating dish on a mast. Three-quarter top-down billboard view of a large, imposing regional structure on a consistent footprint, grounded with a soft drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a with sky #4a90d9 sweep. Lighting: soft north-west key light with one long readable shadow. Background: transparent background (PNG alpha), nothing behind the structure. 256x256 PNG, transparent."
"public/assets/buildings/allegiance/research.png","256x256 PNG, transparent","Buildings — Allegiance","A research center with low domes, antenna masts and lab wings. Three-quarter top-down billboard view of a large, imposing regional structure on a consistent footprint, grounded with a soft drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: concrete #8b8f96 with toxic-green #6ee7a8. Lighting: soft north-west key light with one long readable shadow. Background: transparent background (PNG alpha), nothing behind the structure. 256x256 PNG, transparent."
"public/assets/buildings/allegiance/factory.png","256x256 PNG, transparent","Buildings — Allegiance","A large alliance factory complex with multiple assembly halls and smokestacks. Three-quarter top-down billboard view of a large, imposing regional structure on a consistent footprint, grounded with a soft drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a with amber #f5b301. Lighting: soft north-west key light with one long readable shadow. Background: transparent background (PNG alpha), nothing behind the structure. 256x256 PNG, transparent."
"public/assets/buildings/allegiance/shield.png","256x256 PNG, transparent","Buildings — Allegiance","A shield-network array of emitter pylons projecting a faint hex energy dome. Three-quarter top-down billboard view of a large, imposing regional structure on a consistent footprint, grounded with a soft drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: ash #4b515c with sky #4a90d9 dome (restrained). Lighting: soft north-west key light with one long readable shadow. Background: transparent background (PNG alpha), nothing behind the structure. 256x256 PNG, transparent."
"public/assets/units/infantry.png","128x128 PNG, transparent, must read at 24px","Units","A small squad cluster of infantry soldiers with helmets and packs. Top-down map-token view, single centred unit with a clear distinct outline, slight drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: olive #5c6347 with ash #4b515c. Lighting: soft top-down light, minimal shadow. Background: transparent background (PNG alpha). 128x128 PNG, transparent, must read at 24px."
"public/assets/units/tanks.png","128x128 PNG, transparent, must read at 24px","Units","A tracked main battle tank with turret and a long gun barrel. Top-down map-token view, single centred unit with a clear distinct outline, slight drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a with olive #5c6347. Lighting: soft top-down light, minimal shadow. Background: transparent background (PNG alpha). 128x128 PNG, transparent, must read at 24px."
"public/assets/units/artillery.png","128x128 PNG, transparent, must read at 24px","Units","A self-propelled artillery piece with a long raised gun. Top-down map-token view, single centred unit with a clear distinct outline, slight drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: ash #4b515c with amber #f5b301 muzzle. Lighting: soft top-down light, minimal shadow. Background: transparent background (PNG alpha). 128x128 PNG, transparent, must read at 24px."
"public/assets/units/aircraft.png","128x128 PNG, transparent, must read at 24px","Units","A swept-wing strike aircraft seen from above. Top-down map-token view, single centred unit with a clear distinct outline, slight drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: gunmetal #2a2f3a with sky #4a90d9. Lighting: soft top-down light, minimal shadow. Background: transparent background (PNG alpha). 128x128 PNG, transparent, must read at 24px."
"public/assets/units/drones.png","128x128 PNG, transparent, must read at 24px","Units","A quad recon drone with rotor booms seen from above. Top-down map-token view, single centred unit with a clear distinct outline, slight drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: ash #4b515c with toxic-green #6ee7a8. Lighting: soft top-down light, minimal shadow. Background: transparent background (PNG alpha). 128x128 PNG, transparent, must read at 24px."
"public/assets/units/engineers.png","128x128 PNG, transparent, must read at 24px","Units","An engineer sapper vehicle with a dozer blade and tools. Top-down map-token view, single centred unit with a clear distinct outline, slight drop shadow. Gritty militarized near-future dieselpunk, lightly stylized for readability (not photoreal); weathered PBR materials (rust, oil, poured concrete, cold steel, sandbags); subtle film grain; desaturated world where color is a sparse signal; strong clean silhouette readable as solid black at 32px. Negative: no neon cyberpunk, no fantasy or magic FX, no glossy mobile-cartoon gloss, no centered subject floating on a gradient, no rainbow palette, no lens flare, no AI-melted detail. Palette: olive #5c6347 with amber #f5b301 blade. Lighting: soft top-down light, minimal shadow. Background: transparent background (PNG alpha). 128x128 PNG, transparent, must read at 24px."
